Metabolite	SMILES	KEGG	Gene Name
LysoPE(0:0/18:0)	[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC	None	ENPP2
Androstenol	[H][C@@]12CC=C[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C	None	NR1I3
Creatine	CN(CC(O)=O)C(N)=N	C00300	GAMT
Creatine	CN(CC(O)=O)C(N)=N	C00300	CKM
Creatine	CN(CC(O)=O)C(N)=N	C00300	CKMT1A
Creatine	CN(CC(O)=O)C(N)=N	C00300	CKMT2
Creatine	CN(CC(O)=O)C(N)=N	C00300	CKB
Creatine	CN(CC(O)=O)C(N)=N	C00300	GATM
Creatine	CN(CC(O)=O)C(N)=N	C00300	SLC6A8
Creatine	CN(CC(O)=O)C(N)=N	C00300	PRRX1
Creatine	CN(CC(O)=O)C(N)=N	C00300	ID3
Creatine	CN(CC(O)=O)C(N)=N	C00300	SLC22A5
3-Carboxy-1-hydroxypropylthiamine diphosphate	CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC(C(O)CCC(O)=O)=[N+]1CC1=C(N)N=C(C)N=C1	C05381	OGDH
3-Carboxy-1-hydroxypropylthiamine diphosphate	CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC(C(O)CCC(O)=O)=[N+]1CC1=C(N)N=C(C)N=C1	C05381	OGDHL
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	GBA2
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	GBA
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGK
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGA
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGU
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGT
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	GBGT1
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGM
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGS
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	B3GNT5
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGZ
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGQ
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGW
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGB
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGN
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGO
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGY
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGC
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGP
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGV
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	B3GALT5
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	NPC2
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGG
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGH
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGL
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	GPAA1
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGF
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PLEKHA9
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	GLTPD2
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PLEKHA8
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	CD1A
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PIGX
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	GM2A
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	GLTPD1
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	CD1C
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	LBP
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	DKFZp434L0435
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	CD1B
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	GLTP
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	CD1E
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	PLEKHA8
Glucosylsphingosine	CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C03108	CD1D
N-Methylserotonin	CNCCC1=CNC2=C1C=C(O)C=C2	C06212	MAOA
N-Methylserotonin	CNCCC1=CNC2=C1C=C(O)C=C2	C06212	INMT
Aflatoxin B1 dialcohol	COC1=CC2=C(C(CO2)C(O)CO)C2=C1C1=C(C(=O)CC1)C(=O)C2	None	AKR7A2
Aflatoxin B1 dialcohol	COC1=CC2=C(C(CO2)C(O)CO)C2=C1C1=C(C(=O)CC1)C(=O)C2	None	AKR7A3
Aflatoxin B1 dialcohol	COC1=CC2=C(C(CO2)C(O)CO)C2=C1C1=C(C(=O)CC1)C(=O)C2	None	AKR7L
3-Methylthiopropionic acid	CSCCC(O)=O	C08276	ADI1
1D-Myo-inositol 1,3-bisphosphate	O[C@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@@H](O)[C@@H](OP(O)(O)=O)[C@@H]1O	C04062	MTM1
1D-Myo-inositol 1,3-bisphosphate	O[C@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@@H](O)[C@@H](OP(O)(O)=O)[C@@H]1O	C04062	PIK3C3
Guanidoacetic acid	NC(=N)NCC(O)=O	C00581	GAMT
Guanidoacetic acid	NC(=N)NCC(O)=O	C00581	GATM
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	CANT1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	CMPK2
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	UCKL1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST3GAL1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST3GAL4
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST3GAL3
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST6GALNAC4
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST3GAL5
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	UCK2
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	SGMS1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	NT5C
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	NT5C3
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	NT5M
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	NT5C1A
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	NT5C1B
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ENTPD8
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ENTPD1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	PPCS
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	UCK1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	CMAS
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	SGMS2
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST3GAL6
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ENTPD3
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	CHPT1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	NT5C2
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	NT5E
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ADPRM
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	CDIPT
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	CEPT1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	EPT1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	CMPK1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	PGS1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST3GAL2
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST6GALNAC1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST6GALNAC2
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST6GALNAC3
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST8SIA1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST6GAL1
Cytidine monophosphate	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00055	ST6GAL2
8-Oxo-dGTP	NC1=NC(=O)C2=C(N1)N(C1C[C@H](O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1)C(=O)N2	None	NUDT1
8-Oxo-dGTP	NC1=NC(=O)C2=C(N1)N(C1C[C@H](O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1)C(=O)N2	None	NUDT15
Acetylcysteine	CC(=O)N[C@@H](CS)C(O)=O	C06809	GLYATL2
Acetylcysteine	CC(=O)N[C@@H](CS)C(O)=O	C06809	GLYATL1
Acetylcysteine	CC(=O)N[C@@H](CS)C(O)=O	C06809	GLYAT
Acetylcysteine	CC(=O)N[C@@H](CS)C(O)=O	C06809	SLCO1B1
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	DBH
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	PNMT
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	COMT
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	MAOA
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	GK
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	PAH
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	SLC6A2
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	ADRB2
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	ADRA2A
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	ADRB1
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	ADRA2B
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	ADRA1A
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	ADRB3
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	ADRA2C
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	ADRA1B
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	SYT5
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	NET
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	MAOB
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	SLC22A2
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	SLC22A3
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	ADRA1D
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	SLC22A1
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	SLC22A5
Norepinephrine	NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547	CYP1A2
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	SUCLG2
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	MUT
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	OGDH
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	OGDHL
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	HADHB
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	ALAS1
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	OXCT1
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	OXCT2
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	SUCLG1
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	SUCLA2
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	DLST
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	ALAS2
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	DLD
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	ACAA1
Succinyl-CoA	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	C00091	ACAA2
17a-Hydroxypregnenolone	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C	C05138	P450-CYP21B
17a-Hydroxypregnenolone	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C	C05138	CYP17A1
17a-Hydroxypregnenolone	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C	C05138	CYP21A2
17a-Hydroxypregnenolone	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C	C05138	CYP11A1
17a-Hydroxypregnenolone	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C	C05138	HSD3B2
17a-Hydroxypregnenolone	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C	C05138	HSD3B1
17a-Hydroxypregnenolone	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C	C05138	CYP21A2
7,8-Dihydroneopterin	NC1=NC(=O)C2=C(NCC(=N2)C(O)C(O)CO)N1	C04874	ALPI
7,8-Dihydroneopterin	NC1=NC(=O)C2=C(NCC(=N2)C(O)C(O)CO)N1	C04874	RUVBL2
7,8-Dihydroneopterin	NC1=NC(=O)C2=C(NCC(=N2)C(O)C(O)CO)N1	C04874	ALPL
7,8-Dihydroneopterin	NC1=NC(=O)C2=C(NCC(=N2)C(O)C(O)CO)N1	C04874	ALPP
7,8-Dihydroneopterin	NC1=NC(=O)C2=C(NCC(=N2)C(O)C(O)CO)N1	C04874	ALPPL2
7,8-Dihydroneopterin	NC1=NC(=O)C2=C(NCC(=N2)C(O)C(O)CO)N1	C04874	PTS
4a-Methyl-5a-cholesta-8,24-dien-3-one	[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@]1([H])CC3)[C@H](C)CCC=C(C)C	None	HSD17B7
5-Aminoimidazole ribonucleotide	NC1=CN=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C03373	PAICS
5-Aminoimidazole ribonucleotide	NC1=CN=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C03373	GART
4-Oxoretinal	C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCC(=O)C1(C)C)=C/C=O	None	CYP1A1
Arecoline	COC(=O)C1=CCCN(C)C1	C10129	CHRM1
DL-Dopa	NC(CC1=CC=C(O)C(O)=C1)C(O)=O	C00355	DDC
DL-Dopa	NC(CC1=CC=C(O)C(O)=C1)C(O)=O	C00355	TH
DL-Dopa	NC(CC1=CC=C(O)C(O)=C1)C(O)=O	C00355	TYR
Lipoamide	NC(=O)CCCCC1CCSS1	C00248	DLD
Lipoamide	NC(=O)CCCCC1CCSS1	C00248	PDHA1
Lipoamide	NC(=O)CCCCC1CCSS1	C00248	OGDH
Lipoamide	NC(=O)CCCCC1CCSS1	C00248	BCKDHA
Lipoamide	NC(=O)CCCCC1CCSS1	C00248	GLDC
Canavaninosuccinate	NC(CCONC(=N)NC(CC(O)=O)C(O)=O)C(O)=O	None	ASS1
Canavaninosuccinate	NC(CCONC(=N)NC(CC(O)=O)C(O)=O)C(O)=O	None	ASL
Beta-D-Glucose 6-phosphate	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	C01172	GPI
Beta-D-Glucose 6-phosphate	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	C01172	G6PD
Beta-D-Glucose 6-phosphate	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	C01172	GCK
Beta-D-Glucose 6-phosphate	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	C01172	HK2
Beta-D-Glucose 6-phosphate	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	C01172	HK3
Beta-D-Glucose 6-phosphate	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	C01172	ADPGK
Beta-D-Glucose 6-phosphate	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	C01172	H6PD
Beta-D-Glucose 6-phosphate	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	C01172	HKDC1
Beta-D-Glucose 6-phosphate	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	C01172	HK1
