"","Ensemble","Start_position","End_position"
"807","ENSG00000100106","727","727"
"808","ENSG00000006757","227","227"
"809","ENSG00000006757","227","227"
"810","ENSG00000156920","2439","2439"
"811","ENSG00000203879","160","160"
"812","ENSG00000130826","20","20"
"813","ENSG00000067334","645","645"
"814","ENSG00000183853","396","396"
"815","ENSG00000115970","662","662"
"816","ENSG00000080345","1326","1326"
"817","ENSG00000144580","84","84"
"818","ENSG00000152580","1336","1336"
"819","ENSG00000013293","28","28"
"820","ENSG00000121879","545","545"
"821","ENSG00000007944","360","360"
"822","ENSG00000214652","128","128"
"823","ENSG00000167325","84","84"
"824","ENSG00000137491","166","166"
"825","ENSG00000101542","704","704"
"826","ENSG00000132639","8","8"
"827","ENSG00000070413","492","492"
"828","ENSG00000100325","220","220"
"829","ENSG00000196632","401","401"
"830","ENSG00000054118","694","694"
"831","ENSG00000054118","694","694"
"832","ENSG00000116171","71","71"
"833","ENSG00000036549","569","569"
"834","ENSG00000117155","125","125"
"835","ENSG00000198734","124","124"
"836","ENSG00000154305","426","426"
"837","ENSG00000143702","643","643"
"838","ENSG00000005448","145","145"
"839","ENSG00000213160","248","248"
"840","ENSG00000173200","452","452"
"841","ENSG00000174963","214","214"
"842","ENSG00000114200","343","343"
"843","ENSG00000121879","108","108"
"844","ENSG00000121879","1047","1047"
"845","ENSG00000138778","170","170"
"846","ENSG00000145623","422","422"
"847","ENSG00000145808","1077","1077"
"848","ENSG00000120328","377","377"
"849","ENSG00000124602","241","241"
"850","ENSG00000176566","181","181"
"851","ENSG00000153707","1898","1898"
"852","ENSG00000136854","274","274"
"853","ENSG00000197859","288","288"
"854","ENSG00000152804","188","188"
"855","ENSG00000167325","3","3"
"856","ENSG00000109911","402","402"
"857","ENSG00000235268","370","370"
"858","ENSG00000160613","446","446"
"859","ENSG00000111641","370","370"
"860","ENSG00000256436","18","18"
"861","ENSG00000133703","12","12"
"862","ENSG00000139344","380","380"
"863","ENSG00000136144","108","108"
"864","ENSG00000088387","151","151"
"865","ENSG00000151320","1537","1537"
"866","ENSG00000065057","258","258"
"867","ENSG00000141510","175","175"
"868","ENSG00000264424","735","735"
"869","ENSG00000109111","100","100"
"870","ENSG00000032444","119","119"
"871","ENSG00000224689","441","441"
"872","ENSG00000196218","795","795"
"873","ENSG00000100350","209","209"
"874","ENSG00000157881","443","443"
"875","ENSG00000142619","351","351"
"876","ENSG00000126070","466","466"
"877","ENSG00000164010","234","234"
"878","ENSG00000162373","379","379"
"879","ENSG00000132485","71","71"
"880","ENSG00000213512","474","474"
"881","ENSG00000198691","1647","1647"
"882","ENSG00000134242","555","555"
"883","ENSG00000134262","61","61"
"884","ENSG00000163399","725","725"
"885","ENSG00000263956","289","289"
"886","ENSG00000132688","1554","1554"
"887","ENSG00000132688","792","792"
"888","ENSG00000132688","759","759"
"889","ENSG00000196266","265","265"
"890","ENSG00000162782","950","950"
"891","ENSG00000157060","376","376"
"892","ENSG00000116711","256","256"
"893","ENSG00000116711","482","482"
"894","ENSG00000162702","440","440"
"895","ENSG00000118873","1159","1159"
"896","ENSG00000116141","388","388"
"897","ENSG00000143756","13","13"
"898","ENSG00000143753","274","274"
"899","ENSG00000174371","768","768"
"900","ENSG00000054282","144","144"
"901","ENSG00000153207","308","308"
"902","ENSG00000186487","1166","1166"
"903","ENSG00000084674","2448","2448"
"904","ENSG00000115380","483","483"
"905","ENSG00000143995","295","295"
"906","ENSG00000169564","7","7"
"907","ENSG00000075340","275","275"
"908","ENSG00000115318","205","205"
"909","ENSG00000163006","39","39"
"910","ENSG00000188177","1031","1031"
"911","ENSG00000074054","461","461"
"912","ENSG00000121964","333","333"
"913","ENSG00000182263","270","270"
"914","ENSG00000082438","363","363"
"915","ENSG00000144285","1565","1565"
"916","ENSG00000081479","4503","4503"
"917","ENSG00000144357","1629","1629"
"918","ENSG00000115827","243","243"
"919","ENSG00000091409","614","614"
"920","ENSG00000152256","82","82"
"921","ENSG00000155657","21488","21488"
"922","ENSG00000155657","3730","3730"
"923","ENSG00000064989","348","348"
"924","ENSG00000162944","192","192"
"925","ENSG00000144406","422","422"
"926","ENSG00000124006","1783","1783"
"927","ENSG00000171596","328","328"
"928","ENSG00000091181","253","253"
"929","ENSG00000169981","43","43"
"930","ENSG00000173473","521","521"
"931","ENSG00000114841","3844","3844"
"932","ENSG00000144749","148","148"
"933","ENSG00000163515","63","63"
"934","ENSG00000091986","544","544"
"935","ENSG00000163781","260","260"
"936","ENSG00000163746","180","180"
"937","ENSG00000163590","259","259"
"938","ENSG00000114204","124","124"
"939","ENSG00000173889","304","304"
"940","ENSG00000163872","978","978"
"941","ENSG00000198836","230","230"
"942","ENSG00000168228","56","56"
"943","ENSG00000135605","522","522"
"944","ENSG00000157404","36","36"
"945","ENSG00000205678","357","357"
"946","ENSG00000138760","171","171"
"947","ENSG00000138642","621","621"
"948","ENSG00000138813","273","273"
"949","ENSG00000138778","1974","1974"
"950","ENSG00000138741","919","919"
"951","ENSG00000164113","311","311"
"952","ENSG00000164107","180","180"
"953","ENSG00000168594","63","63"
"954","ENSG00000180104","253","253"
"955","ENSG00000183580","410","410"
"956","ENSG00000205765","88","88"
"957","ENSG00000174695","11","11"
"958","ENSG00000134986","12","12"
"959","ENSG00000204963","416","416"
"960","ENSG00000133710","630","630"
"961","ENSG00000118322","1147","1147"
"962","ENSG00000145934","2689","2689"
"963","ENSG00000095951","388","388"
"964","ENSG00000180537","245","245"
"965","ENSG00000112293","169","169"
"966","ENSG00000232040","915","915"
"967","ENSG00000096433","2621","2621"
"968","ENSG00000112651","34","34"
"969","ENSG00000124574","728","728"
"970","ENSG00000198087","224","224"
"971","ENSG00000188107","2087","2087"
"972","ENSG00000079841","1681","1681"
"973","ENSG00000111799","395","395"
"974","ENSG00000014123","509","509"
"975","ENSG00000146285","308","308"
"976","ENSG00000188820","284","284"
"977","ENSG00000034693","346","346"
"978","ENSG00000146426","206","206"
"979","ENSG00000185345","347","347"
"980","ENSG00000164880","148","148"
"981","ENSG00000196335","541","541"
"982","ENSG00000106113","81","81"
"983","ENSG00000009950","400","400"
"984","ENSG00000196411","758","758"
"985","ENSG00000091136","1287","1287"
"986","ENSG00000105974","177","177"
"987","ENSG00000106554","224","224"
"988","ENSG00000131558","415","415"
"989","ENSG00000164889","337","337"
"990","ENSG00000033050","66","66"
"991","ENSG00000168078","203","203"
"992","ENSG00000175073","76","76"
"993","ENSG00000066777","276","276"
"994","ENSG00000040341","564","564"
"995","ENSG00000076554","95","95"
"996","ENSG00000147606","243","243"
"997","ENSG00000104324","419","419"
"998","ENSG00000154188","117","117"
"999","ENSG00000205038","3273","3273"
"1000","ENSG00000136999","94","94"
"1001","ENSG00000156802","1082","1082"
"1002","ENSG00000169436","872","872"
"1003","ENSG00000169398","41","41"
"1004","ENSG00000204882","300","300"
"1005","ENSG00000179142","478","478"
"1006","ENSG00000197858","576","576"
"1007","ENSG00000106772","337","337"
"1008","ENSG00000070214","437","437"
"1009","ENSG00000148143","795","795"
"1010","ENSG00000106771","653","653"
"1011","ENSG00000106689","357","357"
"1012","ENSG00000136895","273","273"
"1013","ENSG00000067082","80","80"
"1014","ENSG00000134463","115","115"
"1015","ENSG00000187522","130","130"
"1016","ENSG00000078114","14","14"
"1017","ENSG00000107951","474","474"
"1018","ENSG00000148634","475","475"
"1019","ENSG00000133661","62","62"
"1020","ENSG00000185737","502","502"
"1021","ENSG00000155252","278","278"
"1022","ENSG00000178358","239","239"
"1023","ENSG00000166478","234","234"
"1024","ENSG00000133816","842","842"
"1025","ENSG00000181935","250","250"
"1026","ENSG00000198561","147","147"
"1027","ENSG00000198561","222","222"
"1028","ENSG00000149781","666","666"
"1029","ENSG00000149256","2386","2386"
"1030","ENSG00000123901","69","69"
"1031","ENSG00000110723","437","437"
"1032","ENSG00000188909","112","112"
"1033","ENSG00000139180","360","360"
"1034","ENSG00000111642","1867","1867"
"1035","ENSG00000177675","568","568"
"1036","ENSG00000110841","474","474"
"1037","ENSG00000110888","185","185"
"1038","ENSG00000139218","903","903"
"1039","ENSG00000167548","3844","3844"
"1040","ENSG00000139613","918","918"
"1041","ENSG00000123384","926","926"
"1042","ENSG00000123384","4536","4536"
"1043","ENSG00000155974","1123","1123"
"1044","ENSG00000111581","283","283"
"1045","ENSG00000111727","151","151"
"1046","ENSG00000196510","415","415"
"1047","ENSG00000135114","164","164"
"1048","ENSG00000139719","414","414"
"1049","ENSG00000213995","311","311"
"1050","ENSG00000057593","325","325"
"1051","ENSG00000165792","426","426"
"1052","ENSG00000100888","1634","1634"
"1053","ENSG00000129515","77","77"
"1054","ENSG00000187105","17","17"
"1055","ENSG00000119723","345","345"
"1056","ENSG00000080824","499","499"
"1057","ENSG00000104067","285","285"
"1058","ENSG00000166068","93","93"
"1059","ENSG00000156958","49","49"
"1060","ENSG00000128833","1195","1195"
"1061","ENSG00000157483","303","303"
"1062","ENSG00000129003","3337","3337"
"1063","ENSG00000129003","2857","2857"
"1064","ENSG00000140398","109","109"
"1065","ENSG00000103942","295","295"
"1066","ENSG00000156222","14","14"
"1067","ENSG00000140511","54","54"
"1068","ENSG00000103245","99","99"
"1069","ENSG00000059145","178","178"
"1070","ENSG00000140988","84","84"
"1071","ENSG00000103197","568","568"
"1072","ENSG00000162069","119","119"
"1073","ENSG00000179583","981","981"
"1074","ENSG00000186260","316","316"
"1075","ENSG00000103528","96","96"
"1076","ENSG00000174938","428","428"
"1077","ENSG00000169896","967","967"
"1078","ENSG00000140853","1010","1010"
"1079","ENSG00000039523","819","819"
"1080","ENSG00000039523","882","882"
"1081","ENSG00000141076","471","471"
"1082","ENSG00000118557","105","105"
"1083","ENSG00000140873","562","562"
"1084","ENSG00000174231","1395","1395"
"1085","ENSG00000070366","31","31"
"1086","ENSG00000091592","1425","1425"
"1087","ENSG00000129245","584","584"
"1088","ENSG00000141510","194","194"
"1089","ENSG00000170222","164","164"
"1090","ENSG00000007174","609","609"
"1091","ENSG00000065559","170","170"
"1092","ENSG00000007216","570","570"
"1093","ENSG00000160551","974","974"
"1094","ENSG00000168792","307","307"
"1095","ENSG00000277972","40","40"
"1096","ENSG00000225190","391","391"
"1097","ENSG00000136451","83","83"
"1098","ENSG00000108395","478","478"
"1099","ENSG00000108950","302","302"
"1100","ENSG00000129657","281","281"
"1101","ENSG00000185359","320","320"
"1102","ENSG00000049759","18","18"
"1103","ENSG00000276043","264","264"
"1104","ENSG00000181143","9393","9393"
"1105","ENSG00000257591","157","157"
"1106","ENSG00000167483","601","601"
"1107","ENSG00000105656","319","319"
"1108","ENSG00000105696","247","247"
"1109","ENSG00000105221","356","356"
"1110","ENSG00000105223","306","306"
"1111","ENSG00000086544","367","367"
"1112","ENSG00000104812","60","60"
"1113","ENSG00000186474","139","139"
"1114","ENSG00000168995","328","328"
"1115","ENSG00000167555","340","340"
"1116","ENSG00000167646","491","491"
"1117","ENSG00000089012","193","193"
"1118","ENSG00000100997","395","395"
"1119","ENSG00000125975","110","110"
"1120","ENSG00000101079","304","304"
"1121","ENSG00000101442","503","503"
"1122","ENSG00000198185","60","60"
"1123","ENSG00000196700","72","72"
"1124","ENSG00000177692","190","190"
"1125","ENSG00000221837","166","166"
"1126","ENSG00000185721","213","213"
"1127","ENSG00000196419","164","164"
"1128","ENSG00000102098","333","333"
"1129","ENSG00000198947","1373","1373"
"1130","ENSG00000198947","567","567"
"1131","ENSG00000234068","92","92"
"1132","ENSG00000130054","465","465"
"1133","ENSG00000072133","676","676"
"1134","ENSG00000198932","515","515"
"1135","ENSG00000184216","662","662"
"1136","ENSG00000183726","11","11"
"1137","ENSG00000160050","71","71"
"1138","ENSG00000164010","95","95"
"1139","ENSG00000157184","399","399"
"1140","ENSG00000162598","60","60"
"1141","ENSG00000134250","1604","1604"
"1142","ENSG00000159450","1101","1101"
"1143","ENSG00000197956","58","58"
"1144","ENSG00000143552","206","206"
"1145","ENSG00000173080","333","333"
"1146","ENSG00000196171","29","29"
"1147","ENSG00000162733","123","123"
"1148","ENSG00000116183","1772","1772"
"1149","ENSG00000135837","828","828"
"1150","ENSG00000198216","1419","1419"
"1151","ENSG00000174371","114","114"
"1152","ENSG00000204262","241","241"
"1153","ENSG00000163599","196","196"
"1154","ENSG00000144674","449","449"
"1155","ENSG00000114270","2082","2082"
"1156","ENSG00000114480","609","609"
"1157","ENSG00000172765","391","391"
"1158","ENSG00000163755","458","458"
"1159","ENSG00000169255","125","125"
"1160","ENSG00000188306","71","71"
"1161","ENSG00000114346","865","865"
"1162","ENSG00000250312","274","274"
"1163","ENSG00000151612","491","491"
"1164","ENSG00000071539","343","343"
"1165","ENSG00000150753","349","349"
"1166","ENSG00000168685","120","120"
"1167","ENSG00000145730","80","80"
"1168","ENSG00000133835","358","358"
"1169","ENSG00000043143","383","383"
"1170","ENSG00000131495","75","75"
"1171","ENSG00000050767","159","159"
"1172","ENSG00000111837","249","249"
"1173","ENSG00000095951","644","644"
"1174","ENSG00000277075","128","128"
"1175","ENSG00000026950","47","47"
"1176","ENSG00000112462","223","223"
"1177","ENSG00000204613","281","281"
"1178","ENSG00000185002","851","851"
"1179","ENSG00000236761","374","374"
"1180","ENSG00000152818","2790","2790"
"1181","ENSG00000131018","4215","4215"
"1182","ENSG00000158683","1470","1470"
"1183","ENSG00000005471","744","744"
"1184","ENSG00000106034","688","688"
"1185","ENSG00000064419","89","89"
"1186","ENSG00000091704","175","175"
"1187","ENSG00000164821","74","74"
"1188","ENSG00000221818","490","490"
"1189","ENSG00000165102","450","450"
"1190","ENSG00000076641","242","242"
"1191","ENSG00000104325","91","91"
"1192","ENSG00000104324","62","62"
"1193","ENSG00000042832","467","467"
"1194","ENSG00000107099","1670","1670"
"1195","ENSG00000096968","115","115"
"1196","ENSG00000274349","313","313"
"1197","ENSG00000136854","136","136"
"1198","ENSG00000151240","739","739"
"1199","ENSG00000048740","164","164"
"1200","ENSG00000165633","284","284"
"1201","ENSG00000225830","1380","1380"
"1202","ENSG00000155640","925","925"
"1203","ENSG00000107581","1198","1198"
"1204","ENSG00000203780","250","250"
"1205","ENSG00000110619","676","676"
"1206","ENSG00000132109","64","64"
"1207","ENSG00000133812","228","228"
"1208","ENSG00000091664","397","397"
"1209","ENSG00000060749","1373","1373"
"1210","ENSG00000174937","261","261"
"1211","ENSG00000204572","105","105"
"1212","ENSG00000170325","45","45"
"1213","ENSG00000205810","150","150"
"1214","ENSG00000111647","752","752"
"1215","ENSG00000196199","564","564"
"1216","ENSG00000120685","722","722"
"1217","ENSG00000136141","314","314"
"1218","ENSG00000136144","30","30"
"1219","ENSG00000125257","1105","1105"
"1220","ENSG00000134160","383","383"
"1221","ENSG00000172840","319","319"
"1222","ENSG00000141510","270","270"
"1223","ENSG00000007174","2481","2481"
"1224","ENSG00000170832","628","628"
"1225","ENSG00000141577","676","676"
"1226","ENSG00000134758","58","58"
"1227","ENSG00000134779","137","137"
"1228","ENSG00000181143","6608","6608"
"1229","ENSG00000171466","222","222"
"1230","ENSG00000173928","75","75"
"1231","ENSG00000171295","414","414"
"1232","ENSG00000197013","330","330"
"1233","ENSG00000167600","164","164"
"1234","ENSG00000105379","243","243"
"1235","ENSG00000258405","125","125"
"1236","ENSG00000152443","359","359"
"1237","ENSG00000101019","281","281"
"1238","ENSG00000158480","216","216"
"1239","ENSG00000087589","85","85"
"1240","ENSG00000131831","464","464"
"1241","ENSG00000101972","1129","1129"
"1242","ENSG00000179002","464","464"
"1243","ENSG00000204178","419","419"
"1244","ENSG00000117000","130","130"
"1245","ENSG00000157193","609","609"
